Year,Age_Group,Gender,Smoking_Prevalence,Drug_Experimentation,Socioeconomic_Status,Peer_Influence,School_Programs,Family_Background,Mental_Health,Access_to_Counseling,Parental_Supervision,Substance_Education,Community_Support,Media_Influence,Age_Midpoint,Risk_Index,Protection_Index,Net_Risk,High_Peer_Influence,High_Media_Influence,High_Risk_Index,Smoking_Prevalence_scaled,Drug_Experimentation_scaled,Peer_Influence_scaled,Family_Background_scaled,Mental_Health_scaled,Parental_Supervision_scaled,Community_Support_scaled,Media_Influence_scaled,High_Peer_Influence_scaled,High_Media_Influence_scaled,High_Risk_Index_scaled
2021,30-39,Male,41.52,38.1,Low,5,Yes,10,2,Yes,7,No,7,8,34.5,0.3571930035607641,0.8607590503073651,-0.503566046746601,0,0,0,1.0852311809923725,-0.11705265005833611,-0.15371947114824155,1.566095814545193,-1.2051340329924605,0.509101358227331,0.5070799781495713,0.8681054782697698,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,30-39,Female,48.2,44.58,High,3,No,9,3,No,6,No,3,5,34.5,-0.5142482877508212,0.164572047544577,-0.6788203352953982,0,0,0,1.600072215235313,0.2529150759181969,-0.8522855749802865,1.2170428770755175,-0.8578131404359844,0.1632444572576769,-0.8865711916994635,-0.17621100052135585,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,15-19,Female,21.5,27.43,Low,6,No,1,2,No,9,No,9,10,17.0,0.8799400224491506,0.2764467001862805,0.6034933222628701,0,1,1,-0.45775048151416553,-0.7262433346524116,0.19556358076778094,-1.5753806226818865,-1.2051340329924605,1.2008151601666393,1.2039055630740887,1.5643164641305203,-0.4871524357625534,2.0006252149329002,1.771259541706893
2022,10-14,Male,21.83,46.65,Low,4,Yes,6,9,No,1,Yes,7,3,12.0,-0.6877122547231852,-0.2963586682581772,-0.391353586465008,0,0,0,-0.43231671784647546,0.371099210605145,-0.5030025230642641,0.16988406466649103,1.2261122149028714,-1.5660400475905938,0.5070799781495713,-0.8724219863821063,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,10-14,Both,10.76,16.97,High,6,No,4,9,No,3,Yes,5,10,12.0,0.8799400224491506,-0.5307645542330306,1.410704576682181,0,1,1,-1.2855038808808095,-1.3234443244231737,0.19556358076778094,-0.52822181027286,1.2261122149028714,-0.8743262456512856,-0.1897456067749461,1.5643164641305203,-0.4871524357625534,2.0006252149329002,1.771259541706893
2023,70-79,Female,35.43,23.58,Middle,3,Yes,8,2,Yes,1,Yes,2,6,74.5,-0.34019554128563356,-0.644344697382158,0.3041491560965245,0,0,0,0.615862633306817,-0.9460544064131606,-0.8522855749802865,0.867989939605842,-1.2051340329924605,-1.5660400475905938,-1.2349839841617223,0.17189449240901938,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,10-14,Female,26.47,43.24,Middle,2,Yes,4,5,No,9,Yes,2,1,12.0,-1.385100799569583,-0.187463544755981,-1.197637254813602,0,0,0,-0.07470258627652862,0.17640940418848192,-1.201568626896309,-0.52822181027286,-0.16317135532303248,1.2008151601666393,-1.2349839841617223,-1.5686329722428567,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2024,80+,Both,37.41,69.61,Middle,4,No,6,7,No,4,Yes,4,10,82.5,0.5306569705331281,-0.2989145597507817,0.8295715302839097,0,1,0,0.7684652153129579,1.6819725112874293,-0.5030025230642641,0.16988406466649103,0.5314704297899194,-0.5284693446816314,-0.5381583992372048,1.5643164641305203,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
2023,10-14,Female,12.61,62.36,Low,3,No,10,1,No,5,Yes,9,5,12.0,-0.5142482877508212,0.8624629779691015,-1.3767112657199227,0,0,0,-1.1429206603195161,1.2680425709587464,-0.8522855749802865,1.566095814545193,-1.5524549255489364,-0.18261244371197724,1.2039055630740887,-0.17621100052135585,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,40-49,Both,24.89,39.69,High,5,Yes,9,8,Yes,7,Yes,8,5,44.5,-0.16496523583479872,0.8605456686382261,-1.0255109044730248,0,0,0,-0.19647636383698452,-0.02627353211039067,-0.15371947114824155,1.2170428770755175,0.8787913223463955,0.509101358227331,0.85549277061183,-0.17621100052135585,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,20-24,Male,41.12,22.68,Middle,10,No,2,4,No,4,Yes,6,5,22.0,0.7082423939552576,-0.5320432814021766,1.240285675357434,1,0,1,1.054402376546687,-0.9974388127987902,1.5926957884318709,-1.226327685212211,-0.5104922478795085,-0.5284693446816314,0.1586671856873126,-0.17621100052135585,2.05274556091395,-0.4998437451132192,1.771259541706893
2024,70-79,Female,42.95,31.47,Low,6,No,3,4,No,10,No,10,10,74.5,0.8799400224491506,0.7405718896433685,0.13936813280578209,0,1,1,1.1954441568856966,-0.4955844437658077,0.19556358076778094,-0.8772747477425354,-0.5104922478795085,1.5466720611362934,1.5523183555363476,1.5643164641305203,-0.4871524357625534,2.0006252149329002,1.771259541706893
2022,30-39,Female,24.78,60.78,Low,6,Yes,3,4,Yes,4,Yes,1,9,34.5,0.705887275983963,-0.996380289682716,1.7022675656666788,0,1,1,-0.20495428505954785,1.1778343908595301,0.19556358076778094,-0.8772747477425354,-0.5104922478795085,-0.5284693446816314,-1.583396776623981,1.216210971200145,-0.4871524357625534,2.0006252149329002,1.771259541706893
2022,25-29,Female,20.77,40.59,Middle,5,Yes,3,9,No,5,No,3,8,27.0,0.3571930035607641,-0.6488194610513255,1.0060124646120896,0,0,0,-0.5140130496275408,0.025110874275239264,-0.15371947114824155,-0.8772747477425354,1.2261122149028714,-0.18261244371197724,-0.8865711916994635,0.8681054782697698,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,10-14,Male,47.52,60.04,Middle,6,No,7,10,Yes,2,No,5,9,12.0,0.705887275983963,-0.2969972504199064,1.0028845264038693,0,1,1,1.5476632476776484,1.1355849900535677,0.19556358076778094,0.5189370021361666,1.5734331074593475,-1.2201831466209396,-0.1897456067749461,1.216210971200145,-0.4871524357625534,2.0006252149329002,1.771259541706893
2024,50-59,Both,34.7,20.29,High,10,Yes,4,10,Yes,7,Yes,5,8,54.5,1.2304006333508204,-0.069622019606825,1.3000226529576453,1,0,1,0.559600065193442,-1.1338929586450732,1.5926957884318709,-0.52822181027286,1.5734331074593475,0.509101358227331,-0.1897456067749461,0.8681054782697698,2.05274556091395,-0.4998437451132192,1.771259541706893
2023,10-14,Male,24.14,26.94,Middle,6,Yes,10,10,No,3,No,3,5,12.0,0.009676290123212541,-0.06493387426851867,0.07461016439173121,0,0,0,-0.25428037217264404,-0.7542192892401433,0.19556358076778094,1.566095814545193,1.5734331074593475,-0.8743262456512856,-0.8865711916994635,-0.17621100052135585,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2024,10-14,Both,32.44,30.08,Low,9,No,6,6,No,8,No,8,7,12.0,0.8817063609276214,0.6267783648251021,0.25492799610251937,1,0,1,0.3854173200753209,-0.574944804739169,1.2434127365158483,0.16988406466649103,0.1841495372334435,0.8549582591969852,0.85549277061183,0.5199999853393946,2.05274556091395,-0.4998437451132192,1.771259541706893
2021,70-79,Female,24.8,63.75,High,5,Yes,9,4,No,8,Yes,9,3,74.5,-0.5130707287651739,1.091968899782197,-1.605039628547371,0,0,0,-0.20341284483726363,1.3474029319321077,-0.15371947114824155,1.2170428770755175,-0.5104922478795085,0.8549582591969852,1.2039055630740887,-0.8724219863821063,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,30-39,Female,30.03,67.13,High,5,No,2,4,No,7,Yes,9,2,34.5,-0.6871234752303615,0.16222641202973628,-0.8493498872600979,0,0,0,0.19967377329006866,1.5403799248025831,-0.15371947114824155,-1.226327685212211,-0.5104922478795085,0.509101358227331,1.2039055630740887,-1.2205274793124816,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,40-49,Male,14.65,36.57,Middle,2,Yes,4,3,Yes,2,No,6,1,44.5,-1.385100799569583,-0.5299125904021623,-0.8551882091674207,0,0,0,-0.9856937576465222,-0.2044061409139065,-1.201568626896309,-0.52822181027286,-0.8578131404359844,-1.2201831466209396,0.1586671856873126,-1.5686329722428567,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,20-24,Both,20.41,15.95,High,10,Yes,4,3,No,2,Yes,6,1,22.0,0.01203140809450709,-0.5299125904021623,0.5419439984966694,1,0,0,-0.5417589736286573,-1.3816799849935537,1.5926957884318709,-0.52822181027286,-0.8578131404359844,-1.2201831466209396,0.1586671856873126,-1.5686329722428567,2.05274556091395,-0.4998437451132192,-0.5645700003040434
2021,20-24,Female,6.71,34.21,High,1,No,8,2,Yes,1,No,5,6,22.0,-0.689478593201656,-0.2959319049198993,-0.39354668828175676,0,0,0,-1.5976455258933708,-0.3391474732140019,-1.5508516788123314,0.867989939605842,-1.2051340329924605,-1.5660400475905938,-0.1897456067749461,0.17189449240901938,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,80+,Female,32.39,64.47,Low,2,No,9,6,No,10,No,6,4,82.5,-0.8629425601740202,0.9741273746330411,-1.8370699348070612,0,0,0,0.38156371951961054,1.3885104570406113,-1.201568626896309,1.2170428770755175,0.1841495372334435,1.5466720611362934,0.1586671856873126,-0.5243164934517311,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2024,25-29,Male,19.72,17.41,High,8,Yes,7,1,Yes,9,No,3,4,27.0,0.18490659557404737,0.2777269902011141,-0.0928203946270667,0,0,0,-0.5949386612974642,-1.298323059079088,0.8941296845998259,0.5189370021361666,-1.5524549255489364,1.2008151601666393,-0.8865711916994635,-0.5243164934517311,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2024,20-24,Female,45.15,59.54,Low,7,No,9,9,No,3,No,5,4,22.0,0.010265069616036127,0.050990341549761946,-0.04072527193372582,0,0,0,1.365002581336964,1.1070380976171068,0.5448466326838034,1.2170428770755175,1.2261122149028714,-0.8743262456512856,-0.1897456067749461,-0.5243164934517311,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,50-59,Female,20.88,46.86,High,8,No,9,2,No,4,Yes,3,3,54.5,0.010853849108859781,-0.06599921976852581,0.07685306887738559,0,0,0,-0.5055351284049775,0.38308890542845864,0.8941296845998259,1.2170428770755175,-1.2051340329924605,-0.5284693446816314,-0.8865711916994635,-0.8724219863821063,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,10-14,Female,35.29,50.42,High,4,Yes,6,4,No,8,Yes,1,1,12.0,-1.0358177476535604,-0.1861848175868349,-0.8496329300667255,0,0,0,0.6050725517508272,0.5863427795760603,-0.5030025230642641,0.16988406466649103,-0.5104922478795085,0.8549582591969852,-1.583396776623981,-1.5686329722428567,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,15-19,Both,22.82,34.41,High,9,No,3,8,Yes,2,Yes,5,8,17.0,1.055759107392809,-0.7624011670461405,1.8181602744389496,1,0,1,-0.35601542684340476,-0.3277287162394178,1.2434127365158483,-0.8772747477425354,0.8787913223463955,-1.2201831466209396,-0.1897456067749461,0.8681054782697698,2.05274556091395,-0.4998437451132192,1.771259541706893
2022,30-39,Both,32.87,28.26,Middle,9,No,10,7,No,9,Yes,1,9,34.5,1.2298118538579965,0.3945047326959505,0.835307121162046,1,1,1,0.41855828485443236,-0.6788554932078865,1.2434127365158483,1.566095814545193,0.5314704297899194,1.2008151601666393,-1.583396776623981,1.216210971200145,2.05274556091395,2.0006252149329002,1.771259541706893
2021,30-39,Male,8.42,21.36,Middle,3,Yes,3,9,No,9,No,8,3,34.5,-0.8623537806811964,0.39301106101197797,-1.2553648416931744,0,0,0,-1.4658523868880673,-1.072802608831047,-0.8522855749802865,-0.8772747477425354,1.2261122149028714,1.2008151601666393,0.85549277061183,-0.8724219863821063,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,15-19,Male,49.71,48.27,Middle,7,No,7,4,No,5,Yes,8,6,17.0,0.3583705625464114,0.3972724430120064,-0.03890188046559501,0,0,0,1.716450952017774,0.4635911420992786,0.5448466326838034,0.5189370021361666,-0.5104922478795085,-0.18261244371197724,0.85549277061183,0.17189449240901938,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2024,80+,Both,39.56,53.85,High,4,Yes,5,8,Yes,5,Yes,1,7,82.5,0.008498731137565274,-0.6483926977130475,0.6568914288506128,0,0,0,0.9341700392085155,0.782174461690182,-0.5030025230642641,-0.17916887280318447,0.8787913223463955,-0.18261244371197724,-1.583396776623981,0.5199999853393946,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,25-29,Female,23.38,28.95,Low,1,No,2,2,Yes,6,No,1,4,27.0,-1.0375840861320313,-0.8821600015261716,-0.15542408460585977,0,0,0,-0.31285510061944577,-0.6394607816455706,-1.5508516788123314,-1.226327685212211,-1.2051340329924605,0.1632444572576769,-1.583396776623981,-0.5243164934517311,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,25-29,Both,40.91,28.83,High,10,Yes,5,3,No,5,Yes,5,1,27.0,0.01203140809450709,-0.18384230776336927,0.19587371585787636,1,0,0,1.0382172542127022,-0.6463120358303213,1.5926957884318709,-0.17916887280318447,-0.8578131404359844,-0.18261244371197724,-0.1897456067749461,-1.5686329722428567,2.05274556091395,-0.4998437451132192,-0.5645700003040434
2022,60-69,Female,19.61,65.89,Middle,6,No,7,6,No,10,No,3,10,64.5,0.8799400224491506,0.3930126238576655,0.4869273985914851,0,1,1,-0.6034165825200275,1.4695836315601603,0.19556358076778094,0.5189370021361666,0.1841495372334435,1.5466720611362934,-0.8865711916994635,1.5643164641305203,-0.4871524357625534,2.0006252149329002,1.771259541706893
2020,70-79,Both,49.69,24.2,Low,8,No,6,2,Yes,7,No,5,7,74.5,0.7070648349696103,0.163079938706292,0.5439848962633183,0,0,1,1.7149095117954896,-0.9106562597919491,0.8941296845998259,0.16988406466649103,-1.2051340329924605,0.509101358227331,-0.1897456067749461,0.5199999853393946,-0.4871524357625534,-0.4998437451132192,1.771259541706893
2022,30-39,Both,22.0,68.35,Middle,2,Yes,3,4,No,5,Yes,5,10,34.5,0.1813739186171056,-0.41654426607648626,0.5979181846935919,0,1,0,-0.4192144759570592,1.6100343423475476,-1.201568626896309,-0.8772747477425354,-0.5104922478795085,-0.18261244371197724,-0.1897456067749461,1.5643164641305203,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
2023,15-19,Both,40.62,38.7,Middle,7,Yes,8,2,No,1,Yes,10,9,17.0,0.8805288019419741,0.2847560825171986,0.5957727194247755,0,1,1,1.0158663709895805,-0.08279637913458295,0.5448466326838034,0.867989939605842,-1.2051340329924605,-1.5660400475905938,1.5523183555363476,1.216210971200145,-0.4871524357625534,2.0006252149329002,1.771259541706893
2022,10-14,Female,44.52,14.97,High,7,Yes,6,1,No,6,No,6,4,12.0,0.010265069616036127,0.16393190253716017,-0.15366683292112404,0,0,0,1.3164472143350103,-1.4376318941690172,0.5448466326838034,0.16988406466649103,-1.5524549255489364,0.1632444572576769,0.1586671856873126,-0.5243164934517311,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,50-59,Male,48.15,48.14,Low,7,No,7,10,Yes,10,No,4,4,54.5,0.010265069616036127,0.509150221345085,-0.4988851517290489,0,0,0,1.596218614679602,0.4561689500657986,0.5448466326838034,0.5189370021361666,1.5734331074593475,1.5466720611362934,-0.5381583992372048,-0.5243164934517311,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,60-69,Male,44.37,56.71,Middle,2,No,10,4,Yes,10,Yes,7,10,64.5,0.1813739186171056,1.2066159512770191,-1.0252420326599134,0,1,0,1.304886412667878,0.9454626864267384,-1.201568626896309,1.566095814545193,-0.5104922478795085,1.5466720611362934,0.5070799781495713,1.5643164641305203,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
2023,20-24,Female,34.6,50.17,Low,6,No,7,4,No,9,Yes,4,8,22.0,0.5318345295187754,0.39386458768853366,0.13796994183024175,0,0,0,0.5518928640820205,0.5720693333578298,0.19556358076778094,0.5189370021361666,-0.5104922478795085,1.2008151601666393,-0.5381583992372048,0.8681054782697698,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,30-39,Female,43.64,13.18,High,9,Yes,8,2,Yes,2,No,3,7,34.5,0.8817063609276214,-0.41292146623818704,1.2946278271658085,1,0,1,1.248623844554503,-1.5398297690915472,1.2434127365158483,0.867989939605842,-1.2051340329924605,-1.2201831466209396,-0.8865711916994635,0.5199999853393946,2.05274556091395,-0.4998437451132192,1.771259541706893
2024,15-19,Male,29.64,51.26,Low,3,Yes,2,8,No,8,No,1,9,17.0,0.18196269810992927,-0.6515887342130688,0.8335514323229981,0,1,0,0.16961568895552567,0.6343015588693144,-0.8522855749802865,-1.226327685212211,0.8787913223463955,0.8549582591969852,-1.583396776623981,1.216210971200145,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
2020,15-19,Both,49.13,28.68,Middle,5,No,7,1,No,6,Yes,6,7,17.0,0.18314025709557652,0.2802828816937187,-0.09714262459814216,0,0,0,1.6717491855715307,-0.6548761035612595,-0.15371947114824155,0.5189370021361666,-1.5524549255489364,0.1632444572576769,0.1586671856873126,0.5199999853393946,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,20-24,Female,30.68,25.9,Low,6,No,5,6,No,2,Yes,4,2,22.0,-0.5124819492723504,-0.6458368062204429,0.13335485694809257,0,0,0,0.24977058051430678,-0.8135968255079821,0.19556358076778094,-0.17916887280318447,0.1841495372334435,-1.2201831466209396,-0.5381583992372048,-1.2205274793124816,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,70-79,Both,34.31,43.04,Low,3,Yes,10,1,Yes,3,Yes,2,6,74.5,-0.34019554128563356,-0.18107147175593827,-0.1591240695296953,0,0,0,0.529541980858899,0.1649906472138974,-0.8522855749802865,1.566095814545193,-1.5524549255489364,-0.8743262456512856,-1.2349839841617223,0.17189449240901938,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,20-24,Female,27.78,38.99,Low,2,No,3,10,No,5,No,3,4,22.0,-0.8629425601740202,-0.6488194610513255,-0.21412309912269467,0,0,0,0.026261748283090153,-0.06623918152143568,-1.201568626896309,-0.8772747477425354,1.5734331074593475,-0.18261244371197724,-0.8865711916994635,-0.5243164934517311,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,80+,Male,42.19,54.24,High,2,No,5,10,No,9,Yes,9,5,82.5,-0.6888898137088324,0.7418506168125146,-1.4307404305213471,0,0,0,1.1368694284388945,0.8044410377906216,-1.201568626896309,-0.17916887280318447,1.5734331074593475,1.2008151601666393,1.2039055630740887,-0.17621100052135585,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2024,80+,Female,38.52,68.03,Low,4,No,2,7,Yes,8,Yes,3,6,82.5,-0.16555401532762234,-0.4193135392382297,0.2537595239106074,0,0,0,0.8540151476497344,1.591764331188213,-0.5030025230642641,-1.226327685212211,0.5314704297899194,0.8549582591969852,-0.8865711916994635,0.17189449240901938,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,10-14,Both,44.2,64.71,Middle,10,Yes,7,9,Yes,8,Yes,4,1,12.0,0.01203140809450709,0.2785789540319823,-0.2665475459374752,1,0,0,1.2917841707784623,1.4022129654101123,1.5926957884318709,0.5189370021361666,1.2261122149028714,0.8549582591969852,-0.5381583992372048,-1.5686329722428567,2.05274556091395,-0.4998437451132192,-0.5645700003040434
2021,15-19,Female,27.87,55.65,Middle,8,No,6,8,No,9,Yes,3,7,17.0,0.7070648349696103,0.16137601104455557,0.5456888239250547,0,0,1,0.03319822928336928,0.884943274461441,0.8941296845998259,0.16988406466649103,0.8787913223463955,1.2008151601666393,-0.8865711916994635,0.5199999853393946,-0.4871524357625534,-0.4998437451132192,1.771259541706893
2022,25-29,Both,5.26,61.36,Low,10,Yes,3,8,Yes,9,No,8,7,27.0,1.0563478868856326,0.39301106101197797,0.6633368258736547,1,0,1,-1.7093999420089792,1.2109487860858246,1.5926957884318709,-0.8772747477425354,0.8787913223463955,1.2008151601666393,0.85549277061183,0.5199999853393946,2.05274556091395,-0.4998437451132192,1.771259541706893
2023,60-69,Male,34.82,45.43,High,4,Yes,5,1,No,9,No,5,10,64.5,0.5306569705331281,0.27730022686283623,0.2533567436702919,0,1,0,0.5688487065271473,0.3014447930601805,-0.5030025230642641,-0.17916887280318447,-1.5524549255489364,1.2008151601666393,-0.1897456067749461,1.5643164641305203,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
2023,10-14,Female,18.03,34.85,Middle,9,No,4,4,No,3,Yes,5,3,12.0,0.18549537506687097,-0.5307645542330306,0.7162599292999016,1,0,0,-0.7251903600804834,-0.3026074508953319,1.2434127365158483,-0.52822181027286,-0.5104922478795085,-0.8743262456512856,-0.1897456067749461,-0.8724219863821063,2.05274556091395,-0.4998437451132192,-0.5645700003040434
2023,10-14,Male,35.42,26.66,Middle,8,No,9,6,No,3,Yes,3,8,12.0,0.8811175814347978,-0.1812848534250772,1.062402434859875,0,0,1,0.615091913195675,-0.7702055490045614,0.8941296845998259,1.2170428770755175,0.1841495372334435,-0.8743262456512856,-0.8865711916994635,0.8681054782697698,-0.4871524357625534,-0.4998437451132192,1.771259541706893
2022,50-59,Male,45.09,57.02,Low,3,No,9,6,No,1,Yes,9,2,54.5,-1.036406527146384,0.28496946418633745,-1.3213759913327214,0,0,0,1.3603782606701116,0.9631617597373442,-0.8522855749802865,1.2170428770755175,0.1841495372334435,-1.5660400475905938,1.2039055630740887,-1.2205274793124816,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2024,20-24,Both,46.9,49.64,Low,10,No,6,4,Yes,10,Yes,1,3,22.0,0.36013690102488227,0.04438644972626782,0.31575045129861445,1,0,0,1.4998786007868363,0.5418096273751812,1.5926957884318709,0.16988406466649103,-0.5104922478795085,1.5466720611362934,-1.583396776623981,-0.8724219863821063,2.05274556091395,-0.4998437451132192,-0.5645700003040434
2022,20-24,Both,8.15,46.04,High,9,Yes,2,4,No,8,Yes,5,8,22.0,1.055759107392809,-0.1870383442633906,1.2427974516561995,1,0,1,-1.4866618298889045,0.33627200183266276,1.2434127365158483,-1.226327685212211,-0.5104922478795085,0.8549582591969852,-0.1897456067749461,0.8681054782697698,2.05274556091395,-0.4998437451132192,1.771259541706893
2023,10-14,Both,17.29,35.78,Low,6,Yes,8,2,No,9,Yes,5,8,12.0,0.5318345295187754,0.6263531643325116,-0.09451863481373624,0,0,0,-0.7822236483050009,-0.24951023096351466,0.19556358076778094,0.867989939605842,-1.2051340329924605,1.2008151601666393,-0.1897456067749461,0.8681054782697698,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,70-79,Female,39.72,63.59,High,3,Yes,8,6,Yes,4,No,10,3,74.5,-0.8623537806811964,0.6306129834868527,-1.492966764168049,0,0,0,0.9465015609867893,1.3382679263524404,-0.8522855749802865,0.867989939605842,0.1841495372334435,-0.5284693446816314,1.5523183555363476,-0.8724219863821063,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2023,30-39,Female,28.09,63.39,Low,4,Yes,1,6,Yes,4,Yes,9,9,34.5,0.35660422406794046,-0.29998146809647647,0.6565856921644169,0,1,0,0.05015407172849598,1.326849169377856,-0.5030025230642641,-1.5753806226818865,0.1841495372334435,-0.5284693446816314,1.2039055630740887,1.216210971200145,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
2021,60-69,Female,23.54,15.12,Low,2,Yes,10,10,No,5,No,9,9,64.5,0.007321172151917965,0.8624629779691015,-0.8551418058171836,0,1,0,-0.3005235788411717,-1.429067826438079,-1.201568626896309,1.566095814545193,1.5734331074593475,-0.18261244371197724,1.2039055630740887,1.216210971200145,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
2021,70-79,Male,40.88,33.35,Low,8,Yes,4,4,No,6,Yes,7,7,74.5,0.7070648349696103,0.047367541711462735,0.6596972932581475,0,0,1,1.0359050938792762,-0.3882481282047146,0.8941296845998259,-0.52822181027286,-0.5104922478795085,0.1632444572576769,0.5070799781495713,0.5199999853393946,-0.4871524357625534,-0.4998437451132192,1.771259541706893
2020,80+,Female,42.4,23.93,Low,8,No,1,6,No,10,Yes,10,5,82.5,0.358959342039235,0.5078699313302515,-0.14891058929101647,0,0,0,1.153054550772879,-0.9260715817076379,0.8941296845998259,-1.5753806226818865,0.1841495372334435,1.5466720611362934,1.5523183555363476,-0.17621100052135585,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2022,15-19,Both,15.77,27.16,Middle,2,No,1,3,Yes,8,Yes,8,2,17.0,-1.2110480531043954,0.04502346904230958,-1.256071522146705,0,0,0,-0.8993731051986041,-0.7416586565681005,-1.201568626896309,-1.5753806226818865,-0.8578131404359844,0.8549582591969852,0.85549277061183,-1.2205274793124816,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,10-14,Female,17.85,47.4,Low,8,No,2,4,No,7,No,1,3,12.0,0.010853849108859781,-0.7668743678696203,0.77772821697848,0,0,0,-0.7390633220810416,0.4139195492598364,0.8941296845998259,-1.226327685212211,-0.5104922478795085,0.509101358227331,-1.583396776623981,-0.8724219863821063,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2020,70-79,Male,10.68,37.63,Middle,10,No,3,9,No,6,Yes,9,6,74.5,0.8822951404204451,0.16329175752974337,0.7190033828907018,1,0,1,-1.2916696417699467,-0.14388672894860927,1.5926957884318709,-0.8772747477425354,1.2261122149028714,0.1632444572576769,1.2039055630740887,0.17189449240901938,2.05274556091395,-0.4998437451132192,1.771259541706893
2020,40-49,Both,43.11,31.06,Middle,9,No,4,8,Yes,3,No,6,6,44.5,0.7076536144624338,-0.41462695674561106,1.1222805712080448,1,0,1,1.2077756786639702,-0.5189928955637056,1.2434127365158483,-0.52822181027286,0.8787913223463955,-0.8743262456512856,0.1586671856873126,0.17189449240901938,2.05274556091395,-0.4998437451132192,1.771259541706893
2024,60-69,Male,36.66,22.91,Middle,1,No,6,9,Yes,4,No,6,5,64.5,-0.8635313396668436,-0.0666393647759426,-0.796891974890901,0,0,0,0.7106612069772983,-0.9843072422780181,-1.5508516788123314,0.16988406466649103,1.2261122149028714,-0.5284693446816314,0.1586671856873126,-0.17621100052135585,-0.4871524357625534,-0.4998437451132192,-0.5645700003040434
2021,40-49,Female,19.79,53.2,Middle,10,No,6,4,No,2,Yes,1,3,44.5,0.36013690102488227,-0.8778986195261432,1.2380355205510254,1,0,0,-0.5895436205194693,0.745063501522783,1.5926957884318709,0.16988406466649103,-0.5104922478795085,-1.2201831466209396,-1.583396776623981,-0.8724219863821063,2.05274556091395,-0.4998437451132192,-0.5645700003040434
2024,70-79,Both,14.5,62.63,High,5,Yes,4,1,Yes,5,Yes,9,10,74.5,0.7052984964911394,0.16435710302975048,0.5409413934613889,0,1,1,-0.9972545593136543,1.2834578928744353,-0.15371947114824155,-0.52822181027286,-1.5524549255489364,-0.18261244371197724,1.2039055630740887,1.5643164641305203,-0.4871524357625534,2.0006252149329002,1.771259541706893
2023,50-59,Male,20.06,29.95,Low,2,No,5,10,Yes,8,No,2,9,54.5,0.007321172151917965,-0.18639819925597387,0.19371937140789183,0,1,0,-0.5687341775186319,-0.5823669967726488,-1.201568626896309,-0.17916887280318447,1.5734331074593475,0.8549582591969852,-1.2349839841617223,1.216210971200145,-0.4871524357625534,2.0006252149329002,-0.5645700003040434
